name,lat,lon,dong_info,gu_info
지에스25증산DMC점,37.5814651586842,126.905059815077,증산동,은평구
씨유월곡키스트점,37.6015339086244,127.042058499409,월곡2동,성북구
이마트24,37.4887561247064,126.898913047861,대림2동,영등포구
씨유신림리더스점,37.4755249080842,126.930189942602,서원동,관악구
씨유화곡,37.5360425010229,126.849710833508,화곡8동,강서구
GS25트리마제점,37.5383726310018,127.046084994954,성수1가1동,성동구
세븐명지전문대점,37.5830206584315,126.925708265663,홍은2동,서대문구
이마트24스마트,37.5118322933754,127.059155204804,삼성1동,강남구
세븐석관초교점,37.6101849083204,127.059516157002,석관동,성북구
세븐일레븐서울대한울점,37.4795988056706,126.950717640573,청룡동,관악구
3분마트,37.4865000631418,126.905519330553,신대방1동,동작구
지에스방배천로점,37.4792206164055,126.984375343091,방배2동,서초구
지에스노원하계점,37.6356571020438,127.073245148589,하계1동,노원구
지에스25용산원효점,37.5343468509802,126.958477083121,원효로2동,용산구
씨유페럼,37.566960229201,126.984232525124,명동,중구
지에스25금천햇빛점,37.459105337173,126.900614484855,독산2동,금천구
씨유삼성대웅점,37.5147217944368,127.064360628909,삼성1동,강남구
씨유번동힐점,37.627222766558,127.03706590179,번2동,강북구
GS25천호,37.539459392803,127.125324016876,천호2동,강동구
세븐일레븐을지로3가지하,37.5664475654494,126.994068844052,을지로동,중구
지에스25을지로3가역,37.566123115208,126.992461578765,을지로동,중구
삼성전산OA,37.562362026563,126.968602809359,충현동,서대문구
씨유회현역점,37.5579943226226,126.978032303492,회현동,중구
GS２５고대개운점,37.5888427830784,127.029347635723,안암동,성북구
CU,37.505079192706,127.04951398867,삼성2동,강남구
세븐일레븐신내,37.6073849489883,127.097068281644,신내1동,중랑구
지에스25구로지타워몰점,37.4798510340822,126.895318456557,구로3동,구로구
지에스25중화,37.5969111464625,127.078631161567,중화2동,중랑구
지에스25S가산디지털역점,37.481596010993,126.882562648639,가산동,금천구
씨유중구정동길점,37.5674799681894,126.969687300266,소공동,중구
GS25남대문,37.5582014236744,126.97735317756,회현동,중구
씨유중부경찰서점,37.5636992831946,126.990367884955,을지로동,중구
세븐일레븐북창프리마점,37.562886787642,126.978313828543,소공동,중구
지에스25S6,37.5491617904383,126.913305179426,합정동,마포구
이마트24S을지로입구역점,37.566113261057,126.983995005714,명동,중구
지에스25을지스타시티,37.5656908467847,127.002705213612,을지로동,중구
GS25소공점,37.5636891275571,126.980939507079,소공동,중구
씨유을지로코업점,37.566447667853,127.003316466976,을지로동,중구
씨스페이스정동길점,37.5671827978105,126.97030997178,소공동,중구
GS25서울,37.5555066964578,126.973755077486,회현동,중구
씨유신림역점,37.4832281558456,126.929549615902,서원동,관악구
GS25남대문타운점,37.5608416581943,126.979050101172,회현동,중구
씨유을지로비즈,37.5653390310549,126.989597993246,을지로동,중구
이마트24중림점,37.5608122125496,126.968229960873,중림동,중구
지에스25을지스타파크,37.5665828093018,127.003588129456,을지로동,중구
씨유남산회현점,37.5585984277268,126.980522044841,회현동,중구
지에스25면목,37.5718949298985,127.085328827162,면목4동,중랑구
지에스25중곡,37.5621868947049,127.078560697633,중곡1동,광진구
씨유상계,37.6669322322109,127.052568214343,상계8동,노원구
지에스25대림그랜드,37.4985047737249,126.898628498533,대림3동,영등포구
씨유문정,37.4820362793593,127.12731970065,장지동,송파구
씨유역촌사랑,37.6021760571929,126.912983235679,역촌동,은평구
세븐일레븐신사,37.5278346734462,127.035172622887,압구정동,강남구
세븐일레븐삼성예술점,37.5094911888585,127.056065620139,삼성1동,강남구
세븐일레븐압구정칼릭스점,37.5226640280878,127.031233486626,압구정동,강남구
서미,37.4805816660186,126.839782232916,오류2동,구로구
세븐남대문본점주,37.5581734982541,126.973086395046,회현동,중구
세븐무교다동점주,37.5682659776078,126.979681901368,명동,중구
세븐특판본부점주,37.5676184411973,126.98842048187,명동,중구
부강코퍼레이션,37.5872594248628,127.017243635319,보문동,성북구
세븐저동점주,37.564429051436,126.989903724524,을지로동,중구
세븐S을지로4가역점주,37.5684389014565,126.998200231104,을지로동,중구
세븐서대문역점주,37.5652360250511,126.967933793034,소공동,중구
세븐소공점주,37.5636891782962,126.981256427373,소공동,중구
세븐무교３호점주,37.5678608643793,126.981730789069,명동,중구
지에스25뉴삼성아트점,37.5101172317344,127.065148409199,삼성1동,강남구
씨유홍대３호,37.5550197652059,126.929029396817,서교동,마포구
세븐일레븐망원,37.5568575161445,126.903257601705,망원1동,마포구
GS25신당중앙,37.5575812487636,127.012472059774,청구동,중구
GS25마포도화점,37.5403706602899,126.948607014229,도화동,마포구
이마트24R연희햇살점,37.5772490791457,126.93199695124,연희동,서대문구
씨유남대문YG,37.5589663524107,126.972984249062,회현동,중구
GS25홍대잔다리점,37.5519591571022,126.919333796485,서교동,마포구
GS25구의타운점,37.5391458546776,127.09430944391,구의3동,광진구
이마트24R이태원점,37.53952556796,126.991230930032,이태원2동,용산구
세븐일레븐강북,37.6388935036349,127.025934327571,수유3동,강북구
GS25노고,37.5553654848105,126.934823537531,서교동,마포구
목화홍대스타,37.5575041621947,126.925212994393,서교동,마포구
쎄븐일레븐광흥창역점,37.5480663265777,126.932906136372,신수동,마포구
GS25서강로점,37.5462620796495,126.946102145898,염리동,마포구
씨유홍익인간점,37.5583690829715,126.925155541073,서교동,마포구
굿타임홍대,37.5524380672657,126.921381635237,서교동,마포구
세븐일레븐마포성,37.5599309062268,126.91634856612,성산1동,마포구
세븐일레븐홍대,37.5558098491327,126.924524326984,서교동,마포구
GS25공덕대우점,37.5434899112271,126.95290477337,공덕동,마포구
세븐일레븐,37.5538435746417,126.955987825023,아현동,마포구
세븐일레븐오벨리스크점,37.5400629304589,126.945506912993,용강동,마포구
세븐일레븐서교한우물점,37.5568208274573,126.914065899717,서교동,마포구
씨유마포아이파크SK뷰점,37.5568153735106,126.95214943054,아현동,마포구
GS25종로동묘,37.571735476345,127.015983557736,숭인2동,종로구
GS２５,37.5561064858956,126.923448871669,서교동,마포구
GS25망원,37.5543429443096,126.902298893348,망원1동,마포구
씨유마포환일길점,37.5547553445639,126.961000821912,공덕동,마포구
세븐일레븐중동성사길점,37.5682703356828,126.911155014065,성산2동,마포구
세븐일레븐마포고려점,37.5402530676883,126.947554796432,도화동,마포구
GS25마포LG점,37.5483646146992,126.953659896284,아현동,마포구
미니스톱밤섬자이,37.5458377815275,126.927691512677,서강동,마포구
씨유마포애오개,37.5509423489183,126.955955581105,공덕동,마포구
씨유망원스카이점,37.555260457955,126.900498244291,망원1동,마포구
씨유공덕래미안점,37.5493033747255,126.958276408769,공덕동,마포구
세븐일레븐마포토정로점,37.5403489673655,126.940765698044,용강동,마포구
씨유홍대,37.5484908473502,126.920118357631,서교동,마포구
GS25성산,37.5608243623846,126.906308372038,성산1동,마포구
씨유상암누리꿈점,37.5794967768422,126.889835609388,상암동,마포구
인더라인25시,37.5487168325417,126.955821094838,공덕동,마포구
GS25홍대솔내길점,37.550184554336,126.919867586277,서교동,마포구
지에스25상수,37.5464113109583,126.922779828943,서강동,마포구
씨유대흥,37.5443135729984,126.941181240449,용강동,마포구
씨유신촌까사빌점,37.5545188770685,126.93542408611,서교동,마포구
씨유마포신촌,37.5543304025774,126.936782308558,대흥동,마포구
세븐일레븐서강레지덴시아점,37.5520599918717,126.936976612287,대흥동,마포구
GS25영등포청과점,37.5234471300509,126.901660446989,당산1동,영등포구
GS25연대,37.5668158100983,126.93243656103,연희동,서대문구
세븐일레븐상암DMC빌점,37.5822670009346,126.884770866722,상암동,마포구
GS25도화새창점,37.5420657783979,126.951536516446,도화동,마포구
씨유신촌아이비점,37.5540415521858,126.935797962985,대흥동,마포구
GS25합정패밀리점,37.5491850068703,126.908258044637,합정동,마포구
GS25마포한림,37.5533008103713,126.906023549175,망원1동,마포구
이마트24성산,37.5671824417468,126.914280379907,성산2동,마포구
지에스25도봉방학로점,37.6621497357068,127.048575444728,방학1동,도봉구
씨유홍대학사점,37.5497998635091,126.924009829508,서강동,마포구
씨유공덕한겨레,37.5473576123951,126.959409104508,공덕동,마포구
지에스압구정유림점,37.5232595703681,127.027704243737,신사동,관악구
지에스압구정유림점,37.5232595703681,127.027704243737,신사동,강남구
씨유망원현대점,37.5591099225595,126.903152828659,망원2동,마포구
굿타임24,37.5524842941394,126.923169654528,서교동,마포구
이마트24R충무로,37.5608522708108,126.992224428629,필동,중구
씨유마포인텔리안점,37.5525194254393,126.956848687523,공덕동,마포구
케이커런트,37.542837331256,127.055943481059,성수2가3동,성동구
지에스25서교,37.5565718734024,126.918762949281,서교동,마포구
씨유상암오벨리스크,37.5833803758775,126.880885856621,상암동,마포구
씨유상암오벨리스크,37.5870677379069,126.883189692572,상암동,마포구
GS25신촌서강점,37.5529143007117,126.933976900885,대흥동,마포구
지에스25망원그린,37.5603629353875,126.903920835939,망원2동,마포구
씨유이대,37.5563524579851,126.944374623571,대흥동,마포구
씨유마포창전점,37.54922779527,126.931479229735,서강동,마포구
지에스25연남,37.5620865277498,126.919571882106,연남동,마포구
씨유트라,37.5414512558864,126.947237131046,용강동,마포구
씨유중앙미디어사옥점,37.5770102802677,126.89009964634,상암동,마포구
GS25합정들머리점,37.5514564112389,126.909409566887,합정동,마포구
GS25합정청마점,37.5513195657782,126.907225607883,합정동,마포구
씨유서강대학사점,37.5492504065589,126.939909924819,대흥동,마포구
GS25연남호호점,37.5610455271486,126.925922500096,연남동,마포구
지에스25신,37.5452318641609,126.880539212654,목2동,양천구
씨유목동5단지점,37.5351510278468,126.881879063475,목5동,양천구
씨유마포뉴,37.5540671957736,126.918901473647,서교동,마포구
아싸비어,37.6380847876115,126.919138804945,진관동,은평구
세븐망원점주,37.5574172021303,126.904569723175,망원2동,마포구
세븐홍익대２호점주,37.5502766585649,126.922877690309,서교동,마포구
세븐서교２호점주,37.5485531384584,126.918975345809,서교동,마포구
세븐망원２호점주,37.5619671116033,126.904416781922,망원2동,마포구
세븐마포성산점주,37.5587375833584,126.910872070394,성산1동,마포구
세븐마포연남점주,37.5636560943381,126.922309289861,연남동,마포구
세븐서교８호점주,37.5521075679912,126.912645391358,서교동,마포구
세븐염리２호점주,37.5447391112529,126.945492193718,염리동,마포구
세븐용강점주,37.543978954791,126.938726018053,용강동,마포구
세븐당인동점주,37.5474996193564,126.919927041172,서강동,마포구
세븐합정２호점주,37.5528518627947,126.90799326038,합정동,마포구
지에스리테일지에스25서울월드컵경주,37.5699454492137,126.899029812874,성산2동,마포구
세븐S공덕역점,37.5445344463662,126.95136518314,아현동,마포구
세븐S애오개점주,37.5533662804096,126.956621858848,아현동,마포구
세븐상암DMC점주,37.5802078184805,126.889042086333,상암동,마포구
세븐S마포점주,37.539576583106,126.945925919545,도화동,마포구
코리아세븐주,37.5497577154943,126.915047225941,서교동,마포구
세븐합정동점주,37.5504211100848,126.910519844015,합정동,마포구
세븐M신촌역점주,37.5547092249615,126.937540242464,대흥동,마포구
세븐서교세교길점주,37.5517418641487,126.917806266376,서교동,마포구
세븐참누리월드컵단지점주,37.5718155765053,126.905139984506,성산2동,마포구
세븐서교중앙점주,37.5551476407704,126.917813843197,서교동,마포구
세븐마포중동점주,37.569627226572,126.90647845821,성산2동,마포구
세븐홍대창전점주,37.5546422349158,126.930523626816,서강동,마포구
세븐메세나폴리스점주,37.551495853803,126.913958846569,서교동,마포구
GS25남산,37.5601668594774,126.985343125671,명동,중구
세븐마포망원역점주,37.5555922552705,126.909755398521,망원1동,마포구
세븐서강대르메이에르점주,37.5534478047619,126.937496027091,대흥동,마포구
세븐여의아일렉스점,37.5210128870586,126.923993785308,여의동,영등포구
GS25,37.5255098294352,126.963968694977,한강로동,용산구
세븐일레븐,37.5201786085417,126.974366992625,이촌1동,용산구
씨유후암아리랑점,37.5460651517173,126.978273438805,후암동,용산구
씨유오금공원점,37.5045351762769,127.134754401834,오금동,송파구
그린24시편의점,37.5358169828948,126.962990700818,원효로1동,용산구
이마트24신촌,37.5584731216616,126.933383471267,신촌동,서대문구
GS25,37.5445579598067,126.967320289062,청파동,용산구
GS25서초서일점,37.4842652295857,127.022115689971,서초1동,서초구
부원에이엠씨,37.5606892328196,127.067218362496,용답동,성동구
세븐일레븐용답어반점,37.561214659964,127.062012459623,용답동,성동구
세븐일레븐용산2가동산점,37.5437144813176,126.984169528737,용산2가동,용산구
지에스25한남행복,37.5423910426547,127.002681740802,한남동,용산구
씨유용산서빙고점,37.5215777617241,126.993427601279,서빙고동,용산구
지에스25용산하이엘점,37.5304845280259,126.968027871066,한강로동,용산구
미니스톱,37.5548657673437,126.968741761583,청파동,용산구
씨유용산역점,37.5304663003576,126.967269870333,한강로동,용산구
세븐일레븐이태원,37.5342009072638,126.995836402185,이태원1동,용산구
채널큐,37.5459832047855,126.974029998319,남영동,용산구
GS25남영역점,37.5415769511105,126.972413447588,남영동,용산구
GS25한남중앙,37.5340926995725,127.00616618894,한남동,용산구
지에스25용산하얏트점,37.5394807488273,126.995270362509,이태원2동,용산구
죠이마트,37.5355916473649,126.962719268161,원효로1동,용산구
이마트24역촌동타운점,37.6024566859246,126.914794820829,역촌동,은평구
씨유이태원해밀턴점,37.5340296495209,126.994229809703,이태원1동,용산구
세븐일레븐한남순천향,37.5332908946873,127.004208803173,한남동,용산구
지에스25동자플래티넘,37.5505871947692,126.973519153941,남영동,용산구
세븐일레븐용산파크,37.5237100848369,126.972352152373,한강로동,용산구
GS25,37.5540467547005,126.972329631878,남영동,용산구
GS25,37.486217088644,126.912462111515,조원동,관악구
세븐일레븐남영역,37.5416398143328,126.971542150319,남영동,용산구
씨유후암,37.5493991472781,126.979969934289,후암동,용산구
지에스25서부이촌,37.5275609754653,126.95483801992,이촌2동,용산구
씨유숙대,37.5454962585603,126.972242265937,남영동,용산구
씨유용산,37.5419218573543,126.98717977518,용산2가동,용산구
세븐용산이안점,37.5389093664761,126.969857277552,원효로1동,용산구
CU용산한강로점,37.5315389796464,126.969079597107,한강로동,용산구
GS25용산LS,37.5281778252738,126.967519760974,한강로동,용산구
씨유이태원점,37.5339574402764,126.992012254078,이태원1동,용산구
세븐일레븐보광우사단로점,37.5305699175144,126.997409191093,보광동,용산구
포시즌마트,37.5336419731033,126.99043963616,이태원1동,용산구
이마트24게이트웨이점,37.5534884187002,126.973563395596,남영동,용산구
씨유이태원탑점,37.5349485358257,126.991932948709,이태원1동,용산구
GS25숙대입구역점,37.5442079195703,126.97262747525,남영동,용산구
세븐일레븐관광특구점,37.5349938299154,126.997273267127,한남동,용산구
씨유용산경찰서점,37.5408731221418,126.968238423108,원효로1동,용산구
CU한강로마루점,37.5307104766155,126.970720410664,한강로동,용산구
GS25후암중앙,37.5500563623451,126.977140628288,후암동,용산구
GS25청파,37.5496487581379,126.967883889503,청파동,용산구
씨유용산원효로점,37.5327586874943,126.952130862499,원효로2동,용산구
GS25용산,37.5455056503551,126.97391700566,남영동,용산구
용산스포츠토토방&씨스페이스한강로,37.5267260466413,126.963526903217,한강로동,용산구
지에스25서울숲더샵,37.5572414224988,127.040992372455,사근동,성동구
GS25신림신사,37.4859306238615,126.915006484236,신사동,관악구
GS25신림신사,37.4859306238615,126.915006484236,신사동,강남구
씨유방화꽃길점,37.5751706725094,126.810656415221,방화1동,강서구
미니스톱서울오현초교점,37.6234797592916,127.047927250923,번3동,강북구
씨유북아현햇님점,37.5632685089988,126.957363140272,충현동,서대문구
이마트24공릉타운점,37.6267160084928,127.078402001422,공릉2동,노원구
씨유가산센트럴,37.4752968926736,126.890847936311,가산동,금천구
GS25왕십리청계천,37.5704632441999,127.026216210932,왕십리도선동,성동구
이마트24천호,37.537965394607,127.12374877508,성내2동,강동구
씨유용산삼구빌딩점,37.5318051483732,126.956046033452,한강로동,용산구
세븐용산원효점주,37.5335599017766,126.95048981655,원효로2동,용산구
세븐캐피탈점주,37.5286865931188,126.992171202244,서빙고동,용산구
세븐이태원중암점주,37.5394985699019,126.991672215265,이태원2동,용산구
세븐효창공원점,37.5413759311411,126.962286410365,효창동,용산구
세븐여의도시범아파트점,37.5202641496011,126.937851766413,여의동,영등포구
연희동주민자치회;카페컵,37.5738901798465,126.935214920932,연희동,서대문구
세븐이태원점주,37.5311192680058,126.991741028945,이태원1동,용산구
세븐이태원2호주,37.5342009072638,126.995836402185,이태원1동,용산구
씨유개봉영웅점,37.4987040290099,126.856209070948,개봉1동,구로구
씨유도봉초안점,37.6346990296931,127.042745616424,창3동,도봉구
세븐산천점주,37.5344523890691,126.951688527657,원효로2동,용산구
세븐한남UN점주,37.5342906495185,127.010092211132,한남동,용산구
세븐한남３호점주,37.5338405240976,127.003643130557,한남동,용산구
세븐숙대역점주,37.54344191082,126.971948824082,남영동,용산구
세븐용산리첸시아점주,37.5379628127896,126.967945475553,원효로1동,용산구
세븐보광점주,37.5261009707214,127.001221793317,보광동,용산구
세븐한강로점주,37.5319224668897,126.95655508468,한강로동,용산구
세븐일레븐,37.5491520030748,126.912252767366,합정동,마포구
GS25당산새말점,37.5216146854745,126.897647014259,당산1동,영등포구
GS25여의에클라트점,37.5298305604051,126.919267125422,여의동,영등포구
GS25역삼대홍점,37.4924689465589,127.039294696496,역삼1동,강남구
세븐일레븐광진,37.5330949695774,127.076550230035,자양1동,광진구
GS25청담,37.5229069272794,127.056494217063,청담동,강남구
GS25당산래미안,37.5329356392059,126.902824638499,당산2동,영등포구
씨유신월미소지움점,37.5230480745,126.841297830691,신월4동,양천구
씨유영등포,37.5191198988615,126.909923771545,영등포동,영등포구
씨유문래페르마타점,37.5172049662481,126.883785073898,문래동,영등포구
세븐일레븐,37.4975350110134,126.927658952195,신대방2동,동작구
한국철도유통신도림역구내4번홈,37.5087695156323,126.891081972635,신도림동,구로구
GS25당산한강,37.534756141165,126.903410614977,당산2동,영등포구
세븐일레븐중계브라운,37.639923993936,127.064264539585,중계2.3동,노원구
GS25영등포영달점,37.5162324536904,126.904531700917,영등포동,영등포구
GS25문래센터,37.5120633942262,126.896890925681,문래동,영등포구
GS25양평중앙,37.5372736359942,126.897127773634,양평2동,영등포구
GS25당산스타,37.5273404464676,126.902854523208,당산2동,영등포구
세븐일레븐여의백상점,37.5217173213898,126.926606197406,여의동,영등포구
세븐일레븐영등포영일점,37.5141976188452,126.90632144677,영등포본동,영등포구
지에스25문래엘지점,37.5174600622482,126.896498906663,문래동,영등포구
로그인신도림역점,37.5108427981215,126.892142155754,문래동,영등포구
세븐일레븐영등포,37.5176125706335,126.906509475444,영등포동,영등포구
씨유여의,37.5280920679015,126.919913851431,여의동,영등포구
씨유문래벤처점,37.5201663353238,126.890137824701,문래동,영등포구
씨유문래남부점,37.5173903097618,126.889135163894,문래동,영등포구
GS25당산대우점,37.5256782688973,126.897720652544,당산1동,영등포구
한강파라다이스,37.5228339115734,126.941582728924,여의동,영등포구
세븐일레븐410호영등포2호,37.517658457588,126.907572710718,영등포동,영등포구
GS25여의서린,37.5197457213341,126.929221186522,여의동,영등포구
세븐일레븐성북243호,37.5948290146445,126.99900354983,성북동,성북구
씨유당산,37.5355842701556,126.902447828911,당산2동,영등포구
GS25영등포,37.516802088176,126.907042126741,영등포동,영등포구
지에스25,37.526163197073,126.886112949721,양평1동,영등포구
씨유영등포마사회점,37.5181806038293,126.907017793334,영등포동,영등포구
씨유오목교코업점,37.5257187332249,126.88307047214,양평1동,영등포구
GS25영등포영림,37.5208731336244,126.905170578621,영등포동,영등포구
씨유영등포메인,37.5203854581634,126.903768503592,영등포동,영등포구
GS25여의,37.5263245893142,126.917709719245,여의동,영등포구
씨유여의도역점,37.5214009543745,126.924988864277,여의동,영등포구
세븐일레븐당산,37.5238571034179,126.896410882108,당산1동,영등포구
당산,37.5260383897021,126.90835427505,당산2동,영등포구
씨유영등포,37.5246316262436,126.896025180271,당산1동,영등포구
지에스25갈현중앙,37.624524883638,126.91904021769,갈현1동,은평구
지에스25상봉중앙,37.6023721707898,127.089825453144,상봉1동,중랑구
GS25당산진미점,37.5284072716751,126.907389751093,당산2동,영등포구
GS25영등포타운점,37.5234975424527,126.897372942019,당산1동,영등포구
GS25영등포병원,37.5271721188818,126.895648323367,당산1동,영등포구
씨유영등포원룸점,37.5221740011702,126.90953548166,영등포동,영등포구
이마트24,37.5171724542801,126.908263314645,영등포동,영등포구
씨유영등포신길레트로점,37.5181050975634,126.91440442078,영등포동,영등포구
지에스25영등포,37.5174986618603,126.910672285828,영등포동,영등포구
세븐일레븐전경련회관점,37.5221814910512,126.919908857212,여의동,영등포구
GS25당산,37.5328919643124,126.904510469632,당산2동,영등포구
씨유당산,37.5265212141836,126.893205630793,당산1동,영등포구
스토리웨이편의점,37.5045027851399,127.048948125987,역삼2동,강남구
씨유양평한신,37.540683398393,126.891510800024,양평2동,영등포구
GS25당산양남점,37.5232133165633,126.891864163293,당산1동,영등포구
세븐일레븐영등포,37.5282981602102,126.906134117569,영등포동,영등포구
씨유당산,37.5266601330037,126.908421392334,당산2동,영등포구
GS25여의성우,37.5285332428985,126.919449535879,여의동,영등포구
세븐일레븐영등포역점,37.5149379241112,126.908209493825,영등포본동,영등포구
씨유문래,37.519654434134,126.891948482814,문래동,영등포구
지에스25한강성심,37.5228947677453,126.909489361745,영등포동,영등포구
GS25양평코업점,37.5261070225659,126.883940959074,양평1동,영등포구
큐편의점,37.5180656140914,126.909777986945,영등포동,영등포구
아모스씨스페이스,37.4869586304429,126.90434282589,대림2동,영등포구
세븐일레븐강남SLI점,37.4984380687345,127.051183294753,역삼2동,강남구
